Timestamp,AbsoluteLoad,AirFlowRate,AmbientTemp,BarometricPressure,CoolantTemp,EngineLoad,EngineOilTemp,FuelLevel,IntakeTemp,RPM,Speed,ThrottlePos
1676841372,26.274509803921568,2.62,15.0,79.0,78.0,45.490196078431374,68.0,61.96078431372549,15.0,1275.75,37.0,15.686274509803921
1676841373,10.196078431372548,2.7,15.0,79.0,78.0,15.686274509803921,68.0,67.45098039215686,15.0,1187.5,36.0,16.07843137254902
1676841374,9.411764705882353,2.57,15.0,79.0,78.0,13.72549019607843,68.0,70.19607843137256,15.0,1075.0,34.0,15.686274509803921
1676841375,10.588235294117647,2.85,15.0,79.0,78.0,16.07843137254902,68.0,64.31372549019608,15.0,1036.5,30.0,16.07843137254902
1676841377,9.019607843137255,2.37,15.0,79.0,78.0,13.72549019607843,68.0,69.01960784313725,15.0,1092.75,26.0,15.686274509803921
1676841378,10.588235294117647,2.7800000000000002,15.0,79.0,78.0,15.294117647058824,68.0,61.96078431372549,15.0,984.25,23.0,16.07843137254902
1676841379,15.686274509803921,3.43,15.0,79.0,78.0,21.568627450980394,68.0,61.568627450980394,15.0,807.75,18.0,16.470588235294116
1676841380,19.607843137254903,3.64,15.0,79.0,78.0,29.019607843137255,68.0,67.45098039215686,15.0,746.75,13.0,16.470588235294116
1676841381,32.94117647058823,9.89,15.0,79.0,78.0,50.98039215686274,68.0,61.1764705882353,15.0,1231.25,8.0,25.88235294117647
1676841383,30.980392156862745,10.14,15.0,79.0,78.0,45.88235294117647,68.0,62.745098039215684,15.0,1354.5,7.0,25.88235294117647
1676841384,27.058823529411764,9.48,15.0,79.0,78.0,40.3921568627451,68.0,63.13725490196079,15.0,1446.0,14.0,22.352941176470587
1676841385,31.372549019607842,13.67,15.0,79.0,78.0,39.21568627450981,68.0,68.62745098039215,15.0,1582.75,18.0,23.137254901960784
1676841386,27.45098039215686,14.0,15.0,79.0,78.0,31.372549019607842,68.0,60.78431372549019,15.0,1859.25,20.0,23.137254901960784
1676841387,27.058823529411764,8.39,15.0,79.0,78.0,40.3921568627451,68.0,67.84313725490196,15.0,1457.75,26.0,20.784313725490197
1676841389,11.372549019607844,3.48,15.0,79.0,79.0,19.215686274509803,68.0,56.470588235294116,15.0,1603.0,31.0,16.470588235294116
1676841390,9.411764705882353,3.48,15.0,79.0,79.0,14.117647058823529,68.0,58.03921568627451,15.0,1515.5,35.0,16.470588235294116
1676841391,9.019607843137255,2.95,15.0,79.0,79.0,13.72549019607843,68.0,68.62745098039215,15.0,1304.5,37.0,16.07843137254902
1676841392,9.019607843137255,2.98,15.0,79.0,79.0,13.333333333333334,68.0,60.0,15.0,1304.5,39.0,16.07843137254902
1676841393,9.019607843137255,2.9,15.0,79.0,79.0,13.72549019607843,68.0,64.70588235294117,15.0,1264.75,39.0,16.07843137254902
1676841395,9.411764705882353,2.75,15.0,79.0,79.0,13.72549019607843,68.0,67.05882352941177,15.0,1198.25,37.0,16.07843137254902
1676841396,9.411764705882353,2.5300000000000002,15.0,79.0,79.0,13.72549019607843,68.0,63.529411764705884,15.0,1067.75,33.0,15.686274509803921
